impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,location_for_map,Memo
K16-087494,A487347,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1511938,LOST,Raven,Cat,Over 1 year,Male,Bombay,Unknown,02/05/2016 12:00:00 AM,Date Lost,3200 CALIFORNIA AVE SW,SEATTLE,WA,98116,SEATTLE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1511938,Image Copyright HLP Inc. 2016,"3200 CALIFORNIA AVE SW
SEATTLE, WA 98116
(47.575473, -122.386769)","Description: Short black haired, yellow eyed cat. No collar, meows a lot.<p></p>Age: Over 1 year<p></p>Location Lost: 3247 California Ave SW<p></p>Notes: He was chipped with my wife's information from before we were married, I am not sure if it is still current. Her previous name was Catherine Francis in Redmond, he might be chipped there.<p></p>Lost Date: 02/05/2016<p></p>"
K16-087478,A481726,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A481726,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Pearl,Cat,3 YEARS,Spayed Female,Domestic Longhair,Black / White,02/05/2016 12:00:00 AM,Received on,12040 NE 85TH ST,KIRKLAND,WA,98033,KIRKLAND,47.680519,-122.179195,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A481726,Image Copyright HLP Inc. 2016,"12040 NE 85TH ST
KIRKLAND, WA 98033
(47.679306, -122.179979)","Received on: 2016-02-05<p></p> Description: Black / White<p></p>  Spayed Female Domestic Longhair Cat<p></p> Age: 3 YEARS<p></p> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p></p><p></p> Adoption Fee: $30.00<p></p>"
K16-087476,A487327,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1511645,LOST,Manto,Dog,Over 1 year,Male,Toy Poodle,Unknown,02/04/2016 12:00:00 AM,Date Lost,2800 BELLEVUE WAY SE,BELLEVUE,WA,98004,BELLEVUE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1511645,Image Copyright HLP Inc. 2016,"2800 BELLEVUE WAY SE
BELLEVUE, WA 98004
(47.584698, -122.189635)","Description: I just cut his body hair but kept his head and feet hair. I shaped his tail hair like a ball at the end.<p></p>Age: Over 1 year<p></p>Location Lost: 2809 Bellevue Way SE<p></p>Notes: Blonde hair, 5-8 pounds<p></p>Lost Date: 02/04/2016<p></p>"
K16-087505,A487362,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1512182,LOST,Manto,Dog,Over 1 year,Male,Toy Poodle,Unknown,02/04/2016 12:00:00 AM,Date Lost,2800 BELLEVUE WAY SE,BELLEVUE,WA,98004,BELLEVUE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1512182,Image Copyright HLP Inc. 2016,"2800 BELLEVUE WAY SE
BELLEVUE, WA 98004
(47.584698, -122.189635)","Description: Whole body hair have been shaved besides the head and tail, very shy and sacred, golden/blonde/cream color, about 5-8 lbs, skinny, and small.<p></p>Age: Over 1 year<p></p>Location Lost: 2809 Bellevue Way SE<p></p>Notes: <p></p>Lost Date: 02/04/2016<p></p>"
K16-087457,A487229,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1510928,LOST,Tiger,Cat,Over 1 year,Male,American Shorthair,Unknown,02/03/2016 12:00:00 AM,Date Lost,56TH PLACE SOUTH & SOUTH 120TH,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1510928,Image Copyright HLP Inc. 2016,"56TH PLACE SOUTH &amp; SOUTH 120TH
",Description: BIG BODY smaller head<p></p>toyger breed markings<p></p>Age: Over 1 year<p></p>Location Lost: 56TH PLACE SOUTH &amp; SOUTH 120TH<p></p>Notes: <p></p>Lost Date: 02/03/2016<p></p>
K16-087451,A487218,Regional Animal Services of King County,FOUND,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,,,Dead Cat,3 YEARS,Male,Domestic Shorthair,Brn Tabby,02/03/2016 12:00:00 AM,Received on,13200 SE 256TH ST,KENT,WA,98042,KENT,37.090608,-95.712816,,Image Copyright HLP Inc. 2016,"13200 SE 256TH ST
KENT, WA 98042
(47.372449, -122.165396)","Received on: 2016-02-03<p></p> Found Near: 13200 SE 256TH ST, KENT WA 98042<p></p> Description: Brn Tabby Male Domestic Shorthair Cat<p></p> Age: 3 YEARS<p></p>"
K16-087810,A488331,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1519141,LOST,Stubby,Cat,Over 1 year,Female,American Shorthair,Unknown,02/03/2016 12:00:00 AM,Date Lost,8300 NORTH WAY SW,LAKEWOOD,WA,98498,PIERCE COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1519141,Image Copyright HLP Inc. 2016,"8300 NORTH WAY SW
LAKEWOOD, WA 98498
(47.172716, -122.548582)",Description: Lost her on may 1 2015<p></p>Age: Over 1 year<p></p>Location Lost: 8315 north way sw<p></p>Notes: Her tail looks like is short but it's  bent about half way straight down looks kind of like a Manx tail she has a short neck she is higher in the rear shorter in the front she is a beautiful calic<p></p>Lost Date: 02/03/2016<p></p>
K16-087550,A487523,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1513272,In Public Home,,Dog,Under 1 year,Male,German Shepherd,Black / Brown,02/03/2016 12:00:00 AM,Date Found,,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1513272,Image Copyright HLP Inc. 2016,,"Description: A young german shephard mix, intact male. Was Found in Covington wearing a teal collar and a tan jacket.<p></p>Age: Under 1 year<p></p>Location Found: No Location Given<p></p>Notes: <p></p>Found Date: 02/03/2016<p></p>Finder Address:  Algona WA 98001"
K16-087452,A487219,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1510822,LOST,Rome,Dog,Over 1 year,Female,Pit Bull,Unknown,02/03/2016 12:00:00 AM,Date Lost,125 SW CAMPIS DR 9-102,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1510822,Image Copyright HLP Inc. 2016,"125 SW CAMPIS DR 9-102
(42.394674, -71.144501)","Description: <p></p>Age: Over 1 year<p></p>Location Lost: 125 SW Campis DR 9-102<p></p>Notes: She has hair missing down the middle of her back, like a scar.<p></p>Lost Date: 02/03/2016<p></p>"
K16-087437,A487139,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1510357,In Public Home,,Dog,Over 1 year,Male,German Shepherd,Black / Brown,02/02/2016 12:00:00 AM,Date Found,7500 132ND AVE NE,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1510357,Image Copyright HLP Inc. 2016,"7500 132ND AVE NE
",Description: Dog was taken to VCA Rose Hill Animal Hospital and they will contact animal control for pickup.  Dog has an injured left front paw.  He is very sweet and wags his tail and lets you pet him.  I would love to find out what happens to him.<p></p>Age: Over 1 year<p></p>Location Found: 7500 132nd AVE NE<p></p>Notes: <p></p>Found Date: 02/02/2016<p></p>Finder Address:  Kirkland WA 98033
K16-087422,A487071,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1510030,In Public Home,,Cat,Over 1 year,,Domestic Shorthair,Black,02/01/2016 12:00:00 AM,Date Found,,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1510030,Image Copyright HLP Inc. 2016,,Description: It's all black with a shaved or scarred little square on his right front leg.<p></p>Age: Over 1 year<p></p>Location Found: No Location Given<p></p>Notes: <p></p>Found Date: 02/01/2016<p></p>Finder Address:  Covington wa 98042
K16-087432,A487080,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1510199,LOST,Ares,Dog,Under 1 year,,German Shepherd,Unknown,02/01/2016 12:00:00 AM,Date Lost,33000 22ND PL S,FEDERAL WAY,WA,98003,FEDERAL WAY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1510199,Image Copyright HLP Inc. 2016,"33000 22ND PL S
FEDERAL WAY, WA 98003
(47.306046, -122.30466)",Description: A very playful boy who barks quite a bit but is a good puppy.<p></p>Age: Under 1 year<p></p>Location Lost: 22nd pl so<p></p>Notes: <p></p>Lost Date: 02/01/2016<p></p>
K16-087511,A487374,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1512497,LOST,Bella,Cat,Over 1 year,Female,Domestic Shorthair,Unknown,02/01/2016 12:00:00 AM,Date Lost,13300 NE 138TH PL,KIRKLAND,WA,98034,KIRKLAND,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1512497,Image Copyright HLP Inc. 2016,"13300 NE 138TH PL
KIRKLAND, WA 98034
(47.724761, -122.162335)",Description: Bella is fat. She is white with stripped black patches. She has a black patch on her left back leg.<p></p>Age: Over 1 year<p></p>Location Lost: 13317 NE 138th PL<p></p>Notes: <p></p>Lost Date: 02/01/2016<p></p>
K16-087472,A487289,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1511475,LOST,Mr. Sunshine,Cat,Over 1 year,Male,Domestic Shorthair,Unknown,01/31/2016 12:00:00 AM,Date Lost,CLARK AVE N & CEDAR ST,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1511475,Image Copyright HLP Inc. 2016,"CLARK AVE N &amp; CEDAR ST
","Description: Tail has a break or kink in it about 1&quot; from the end. He is mostly orange but white as well. He has skin allergies so is balding along his back toward his tail. He is thin and old (8 - 10 yrs old), and may seem a bit confused.<p></p>Age: Over 1 year<p></p>Location Lost: Clark Ave N &amp; Cedar St<p></p>Notes: Microchip is registered with Home Again as well as King County. He is not wearing a collar, but he is licensed with RASKC.<p></p>Lost Date: 01/31/2016<p></p>"
K16-087450,A487208,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1510721,LOST,Chloe,Dog,Over 1 year,Female,Miniature Schnauzer,Unknown,01/31/2016 12:00:00 AM,Date Lost,RUSSELL RD BETWEEN MEEKER & JAMES,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1510721,Image Copyright HLP Inc. 2016,"RUSSELL RD BETWEEN MEEKER &amp; JAMES
","Description: Short hair in back, longish in front. 1/2 mini schnauzer 1/4 minpin 1/4 chihuahua Black/silver/some tan. Ears sort of floppy, one stands up more than the other. She shivers a little and hates the cold<p></p>Age: Over 1 year<p></p>Location Lost: Russell Rd between Meeker &amp; James<p></p>Notes: Short hair in back, longish in front. 1/2 mini schnauzer 1/4 minpin 1/4 chihuahua Black/silver/some tan. Ears sort of floppy, one stands up more than the other. She shivers a little and hates the cold<p></p>Lost Date: 01/31/2016<p></p>"
K16-087443,A487154,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1510399,LOST,Moonshine,Cat,Over 1 year,Male,Ragdoll,Unknown,01/31/2016 12:00:00 AM,Date Lost,68TH AVE SO AND 120TH PLACE,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1510399,Image Copyright HLP Inc. 2016,"68TH AVE SO AND 120TH PLACE
(41.671743, -87.835433)","Description: He is white with grayish tabby stripes on his legs, has a light  gray spot on his back and has dark gray stripes on his face.  He has blue eyes and Lost part of the end of his tail in an accident-doesn't have total control of his tail, it droops.<p></p>Age: Over 1 year<p></p>Location Lost: 68th Ave So and 120th Place<p></p>Notes: He is used to children and other cats.  Likes to play rough and gives love bites.  Tends to be aggressive to other cats since he is not neutered yet, jumps on top of other cats.<p></p>Lost Date: 01/31/2016<p></p>"
K16-087411,A486985,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1509690,In Public Home,,Dog,Over 1 year,Male,Alaskan Husky,Brown / White,01/31/2016 12:00:00 AM,Date Found,161ST AND 163RD AVE S.E.,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1509690,Image Copyright HLP Inc. 2016,"161ST AND 163RD AVE S.E.
","Description: One blue one brown eye. Friendly.   White paws, white tip on tail Found on the corner of 161st and 176th in Fairwood Greens/Candlewood around 6pm this evening.<p></p>Age: Over 1 year<p></p>Location Found: 161st and 163rd Ave S.E.<p></p>Notes: <p></p>Found Date: 01/31/2016<p></p>Finder Address:  Renton WA 98058"
K16-087410,A486984,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1509670,In Public Home,,Dog,Over 1 year,Male,Labrador Retriever,Black / Unknown,01/31/2016 12:00:00 AM,Date Found,MAPLE VALLEY HIGHWAY-  RON REGIS PARK,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1509670,Image Copyright HLP Inc. 2016,"MAPLE VALLEY HIGHWAY- RON REGIS PARK
","Description: Med middle aged black lab. Med sized, blue web collar w/light blue paws and bones. Extremely well mannered and gentle. Very nice dog. Approx 6-8 years by greyness on muzzle.<p></p>Age: Over 1 year<p></p>Location Found: Maple Valley Highway-  Ron Regis Park<p></p>Notes: <p></p>Found Date: 01/31/2016<p></p>Finder Address:  Renton WA 98058"
K16-087431,A487073,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1510156,LOST,Thomas,Cat,Over 1 year,Male,Domestic Longhair,,01/30/2016 12:00:00 AM,Date Lost,3022 NE 140TH,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1510156,Image Copyright HLP Inc. 2016,"3022 NE 140TH
(35.790479, -95.304722)","Description: Large tabby with black,white, brown and gray coloring. He has white socks with a gray patch on his right front paw.<p></p>Age: Over 1 year<p></p>Location Lost: 3022 NE 140th<p></p>Notes: Jumped or fell from the balcony so maybe injured.<p></p>Lost Date: 01/30/2016<p></p>"
K16-087383,A486958,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A486958,Cat & Kaboodle,,Cat,10 YEARS,Neutered Male,Domestic Shorthair,Black / White,01/30/2016 12:00:00 AM,Received on,18800 SE 109TH ST,ISSAQUAH,WA,98027,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A486958,Image Copyright HLP Inc. 2016,"18800 SE 109TH ST
ISSAQUAH, WA 98027
(47.504453, -122.089124)","Received on: 2016-01-30<p></p> Found Near: 18800 SE 109TH ST, ISSAQUAH WA 98027<p></p> Description: Black / White Neutered Male Domestic Shorthair Cat<p></p> Age: 10 YEARS<p></p> Current Location: Cat &amp; Kaboodle<p></p>"
K16-087384,A486960,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1509217,LOST,Beau,Dog,Over 1 year,Male,Shih Tzu,Unknown,01/30/2016 12:00:00 AM,Date Lost,7311 COAL CREEK PARKWAY SE I-304,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1509217,Image Copyright HLP Inc. 2016,"7311 COAL CREEK PARKWAY SE I-304
(42.486185, -83.245777)","Description: Beau is a black white shih tzu. He is about 8 years old.  He is very friendly.  He does not like being alone and will bark and scratch at the door for hours.  His coat is mid length with wavy fur.  When wet, he has spots on his skin. Tail is long end<p></p>Age: Over 1 year<p></p>Location Lost: 7311 Coal Creek Parkway SE i-304<p></p>Notes: Beau is very friendly. He is black and white. He is not wearing a collar as his harness was removed for a bath.  He ran out the front door. His tummy is irritated from licking.<p></p>Lost Date: 01/30/2016<p></p>"
K16-087383,A486958,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A486958,Cat & Kaboodle,,Cat,10 YEARS,Neutered Male,Domestic Shorthair,Black / White,01/30/2016 12:00:00 AM,Received on,,,,,,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A486958,Image Copyright HLP Inc. 2016,,Received on: 2016-01-30<p></p> Description: Black / White<p></p>  Neutered Male Domestic Shorthair Cat<p></p> Age: 10 YEARS<p></p> Current Location: Cat &amp; Kaboodle<p></p><p></p> Adoption Fee: $30.00<p></p>
K16-087423,A487073,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1510032,LOST,Thomas,Cat,Over 1 year,Male,Domestic Longhair,,01/30/2016 12:00:00 AM,Date Lost,3022 NE 140TH,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1510032,Image Copyright HLP Inc. 2016,"3022 NE 140TH
(35.790479, -95.304722)","Description: He is a tabby with black, white,brown and gray coloring. He has a white chest and white socks with a gray patch on his right front paw.<p></p>Age: Over 1 year<p></p>Location Lost: 3022 NE 140th<p></p>Notes: He may be injured  from jumping  or falling  from the balcony.<p></p>Lost Date: 01/30/2016<p></p>"
K16-087423,A487073,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1510032,LOST,Thomas,Cat,Over 1 year,Male,Domestic Longhair,,01/30/2016 12:00:00 AM,Date Lost,3022 NE 140TH,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1510032,Image Copyright HLP Inc. 2016,"3022 NE 140TH
(35.790479, -95.304722)","Description: Large tabby with black,white, brown and gray coloring. He has white socks with a gray patch on his right front paw.<p></p>Age: Over 1 year<p></p>Location Lost: 3022 NE 140th<p></p>Notes: Jumped or fell from the balcony so maybe injured.<p></p>Lost Date: 01/30/2016<p></p>"
K16-087431,A487073,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1510156,LOST,Thomas,Cat,Over 1 year,Male,Domestic Longhair,,01/30/2016 12:00:00 AM,Date Lost,3022 NE 140TH,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1510156,Image Copyright HLP Inc. 2016,"3022 NE 140TH
(35.790479, -95.304722)","Description: He is a tabby with black, white,brown and gray coloring. He has a white chest and white socks with a gray patch on his right front paw.<p></p>Age: Over 1 year<p></p>Location Lost: 3022 NE 140th<p></p>Notes: He may be injured  from jumping  or falling  from the balcony.<p></p>Lost Date: 01/30/2016<p></p>"
K16-087378,A486952,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1509059,LOST,Scrappy,Dog,Over 1 year,Female,Boxer,Unknown,01/29/2016 12:00:00 AM,Date Lost,,,,10025,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1509059,Image Copyright HLP Inc. 2016,"10025
(40.797862, -73.96578)",Description: She is half boxer and half pitbull. She is orange with a white neck. She had puppies 4 weeks ago.<p></p>Age: Over 1 year<p></p>Location Lost: 10025<p></p>Notes: She just had puppies 4 weeks ago<p></p>Lost Date: 01/29/2016<p></p>
